     ,activation_hidden ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
1052 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1053 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1054 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1055 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1056 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1057 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1058 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1059 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1060 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1061 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
1062 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1063 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1064 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1065 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1066 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1067 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1068 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1069 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1070 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1071 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1072 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1073 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1074 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
1075 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1076 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1077 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
1078 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1079 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1080 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1081 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1082 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1083 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
1084 ,logistic          ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1085 ,logistic          ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1086 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1087 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1088 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1089 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
1090 ,logistic          ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1091 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1092 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1093 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1094 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1095 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1096 ,logistic          ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1097 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1098 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1099 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
1100 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1101 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1102 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1103 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
1104 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1105 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1106 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1107 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1108 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1109 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1110 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1111 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1112 ,tanh              ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1113 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1114 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1115 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1116 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1117 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1118 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1119 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1120 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1121 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1122 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1123 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1124 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1125 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1126 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1127 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1128 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1129 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1130 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1131 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1132 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1133 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1134 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1135 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1136 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1137 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1138 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1139 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1140 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1141 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1142 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1143 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1144 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1145 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1146 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1147 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1148 ,tanh              ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1149 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1150 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1151 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1152 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1153 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
1154 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1155 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1156 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1157 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1158 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1159 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1160 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1161 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1162 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1163 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1164 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1165 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1166 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1167 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1168 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1169 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1170 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1171 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1172 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1173 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1174 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1175 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
1176 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1177 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1178 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1179 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1180 ,tanh              ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1181 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1182 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1183 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1184 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1185 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1186 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1187 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1188 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1189 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1190 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1191 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1192 ,tanh              ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1193 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1194 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1195 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1196 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1197 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1198 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1199 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1200 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1201 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1202 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
1203 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1204 ,tanh              ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1205 ,logistic          ,  0.0 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1206 ,tanh              ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1207 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
1208 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
